MAL_ID,MAL_SCORE,MAL_TITLE,GENRES,STUDIOS,DIRECTORS,OG_CREATOR,SOURCE,ANIM_DIRECTOR,COMPOSER,AGE_RATING
158,7.32,b'Maria-sama ga Miteru',"[b'Drama', b'Girls Love', b'Romance', b'Slice of Life']",[b'Studio Deen'],None,"b'Hirasaka, Yomi'",b'Light novel',None,"b'Nakajima, Junko'",b'PG-13 - Teens 13 or older'
1655,7.32,b'Nerima Daikon Brothers',[b'Comedy'],[b'Studio Hibari'],None,"b'Irie, Kimihito'",b'Original',"b'Matsushima, Akira'","b'Nakamura, Hanae'",b'R+ - Mild Nudity'
161,7.32,b'Peace Maker Kurogane',"[b'Action', b'Comedy']",[b'Gonzo'],None,"b'Miyajima, Reiji'",b'Manga',"b'Sekiguchi, Kanami'","b'Saiki, Tatsuhiko'",b'R - 17+ (violence & profanity)'
710,7.32,b'Rec',"[b'Comedy', b'Drama', b'Romance']",[b'Shaft'],None,"b'Miyahara, Ruri'",b'Manga',"b'Kagami, Takahiro'","b'Sakuma, Sou'",b'PG-13 - Teens 13 or older'
28497,7.32,b'Rokka no Yuusha',"[b'Action', b'Adventure', b'Fantasy', b'Mystery']",[b'Passione'],"b'Ishizuka, Atsuko'","b'Kojima, Akira'",b'Light novel',"b'Inomata, Masami'","b'Sakurai, Miki'",b'PG-13 - Teens 13 or older'
10884,7.32,b'Saki Achiga-hen: Episode of Side-A',[b'Slice of Life'],[b'Studio Gokumi'],"b'Higuchi, Shinji'","b'Yatate, Hajime'",b'Manga',"b'Sugimoto, Isao'","b'Tabuchi, Natsumi'",b'PG-13 - Teens 13 or older'
11499,7.32,b'Sankarea',"[b'Comedy', b'Horror', b'Romance', b'Supernatural', b'Ecchi']",[b'Studio Deen'],"b'Kobayashi, Hiroshi'","b'Tomino, Yoshiyuki'",b'Manga',None,b'Ron',b'R+ - Mild Nudity'
5277,7.32,b'Sekirei: Pure Engagement',"[b'Action', b'Comedy', b'Ecchi']",[b'Seven Arcs'],"b'Oonuma, Shin'","b'Nakayama, Miyuki'",b'Manga',"b'Takami, Akio'","b'Katou, Tatsuya'",b'R+ - Mild Nudity'
15751,7.32,b'Senyuu.',"[b'Action', b'Comedy', b'Fantasy']","[b'Ordet', b'LIDENFILMS']","b'Kumazawa, Yuuji'","b'Amagi, Shuusuke'",b'Web manga',None,"b'Nagaoka, Seikou'",b'PG-13 - Teens 13 or older'
5958,7.32,b'Sora no Otoshimono',"[b'Comedy', b'Romance', b'Sci-Fi', b'Supernatural', b'Ecchi']",[b'AIC ASTA'],"b'Koga, Kazuomi'","b'Grimm, Jacob and Wilhelm'",b'Manga',None,"b'Sakuraba, Motoi'",b'PG-13 - Teens 13 or older'
2337,7.32,b'Tetsujin 28-gou (2004)',"[b'Adventure', b'Drama', b'Sci-Fi']",[b'Palm Studio'],"b'Oota, Masahiko'","b'Perrault, Charles'",b'Unknown',None,"b'Shiina, Gou'",b'G - All Ages'
944,7.32,b'The Third: Aoi Hitomi no Shoujo',"[b'Action', b'Adventure', b'Sci-Fi']",[b'Xebec'],"b'Kimura, Shinichiro'",None,b'Light novel',None,"b'Kikuchi, Hajime'",b'R - 17+ (violence & profanity)'
3859,7.32,b'Top Secret: The Revelation',"[b'Mystery', b'Sci-Fi']",[b'Madhouse'],"b'Takamatsu, Shinji'",None,b'Manga',"b'Watanabe, Atsuko'","b'Nakagawa, Koutarou'",b'R+ - Mild Nudity'
37993,7.33,b'Watashi ni Tenshi ga Maiorita!',"[b'Comedy', b'Girls Love', b'Slice of Life']",[b'Doga Kobo'],"b'Masuyama, Ryouji'","b'Kaibara, Rei'",b'4-koma manga',None,"b'Oomori, Toshiyuki'",b'PG-13 - Teens 13 or older'
5075,7.32,b'Yuusha Keisatsu J-Decker',"[b'Action', b'Adventure', b'Sci-Fi']",[b'Sunrise'],"b'Kawasaki, Itsurou'","b'Araki, Shin'",b'Original',None,None,b'G - All Ages'
878,7.32,b'Zegapain',"[b'Action', b'Romance', b'Sci-Fi']",[b'Sunrise'],"b'Sasagawa, Hiroshi'","b'Shimizu, Akane'",b'Original',"b'Miyamae, Shinichi'","b'Tanaka, Kouhei'",b'PG-13 - Teens 13 or older'
764,7.32,b'Zoids Shinseiki/Zero',"[b'Adventure', b'Comedy', b'Sci-Fi', b'Sports']",[b'Xebec'],None,"b'Takahashi, Hideyasu'",b'Unknown',None,None,b'PG - Children'
9181,7.31,b'Motto To LOVE-Ru',"[b'Comedy', b'Sci-Fi', b'Ecchi']",[b'Xebec'],None,b'Monkey Punch',b'Manga',"b'Ojiri, Shinya'",None,b'R+ - Mild Nudity'
6712,7.31,b'Natsu no Arashi! Akinaichuu',"[b'Comedy', b'Romance', b'Supernatural']",[b'Shaft'],"b'Takamatsu, Shinji'","b'Konno, Oyuki'",b'Manga',"b'Takano, Aya'",None,b'PG-13 - Teens 13 or older'
33983,7.31,b'Onihei',[],[b'Studio M2'],"b'Fujiwara, Yoshiyuki'",None,b'Novel',None,None,b'R - 17+ (violence & profanity)'
42391,7.31,b'Osomatsu-san 3rd Season',[b'Comedy'],[b'Studio Pierrot'],"b'Ogura, Hirofumi'","b'Chrono, Nanae'",b'Manga',None,"b'Hoashi, Keigo'",b'R - 17+ (violence & profanity)'
32105,7.31,b'Sousei no Onmyouji',"[b'Action', b'Fantasy', b'Romance', b'Supernatural']",[b'Studio Pierrot'],None,"b'Hanamizawa, Q-tarou'",b'Manga',None,b'MONACA',b'PG-13 - Teens 13 or older'
33362,7.31,b'Starmyu 2nd Season',[b'Slice of Life'],[b'C-Station'],None,"b'Yamagata, Ishio'",b'Original',"b'Hanada, Jukki'","b'Takada, Ryuichi'",b'PG-13 - Teens 13 or older'
4061,7.29,b'Grimm Masterpiece Theater II',"[b'Adventure', b'Comedy', b'Fantasy']",[b'Nippon Animation'],"b'Matsushita, Yukihiro'","b'Kobayashi, Ritz'",b'Other',None,"b'Iwasaki, Taisei'",b'G - All Ages'
6574,7.29,b'Hanamaru Youchien',"[b'Comedy', b'Slice of Life']",[b'Gainax'],"b'Watanabe, Shinichi'","b'Hattori, Mitsuru'",b'Manga',None,"b'Kikuya, Tomoki'",b'PG-13 - Teens 13 or older'
99,7.29,b'Mai-Otome',"[b'Comedy', b'Drama', b'Fantasy']",[b'Sunrise'],"b'Hirata, Tomohiro'","b'Gokurakuin, Sakurako'",b'Original',None,"b'Mizutani, Hiromi'",b'PG-13 - Teens 13 or older'
6676,7.28,"b""Asura Cryin' 2""","[b'Action', b'Supernatural']",[b'Seven Arcs'],"b'Nakamura, Ryuutarou'","b'Haruhara, Robinson'",b'Light novel',None,b'Hyadain',b'PG-13 - Teens 13 or older'
15109,7.28,b'Cuticle Tantei Inaba',"[b'Action', b'Comedy', b'Mystery', b'Supernatural']",[b'Zexcs'],"b'Takahashi, Takeo'","b'Minazuki, Suu'",b'Manga',"b'Soga, Atsushi'","b'Misawa, Yasuhiro'",b'PG-13 - Teens 13 or older'
1250,None,b'Erementar Gerad',None,None,"b'Ono, Manabu'","b'Yokoyama, Mitsuteru'",None,None,None,None
20689,7.28,b'Hamatora The Animation',"[b'Comedy', b'Drama', b'Mystery']",[b'NAZ'],"b'Omata, Shinichi'",None,b'Original',"b'Shimogasa, Miho'","b'Higuchi, Yasuo'",b'R - 17+ (violence & profanity)'
18295,7.28,b'Kakumeiki Valvrave 2nd Season',[b'Action'],[b'Sunrise'],"b'Kusakawa, Keizou'","b'Shimizu, Reiko'",b'Original',None,"b'Kikuya, Tomoki'",b'R - 17+ (violence & profanity)'
40497,7.28,b'Mahouka Koukou no Rettousei: Raihousha-hen',"[b'Action', b'Romance', b'Sci-Fi', b'Supernatural']",[b'8bit'],"b'Yamamoto, Yutaka'","b'Mukunoki, Nanatsu'",b'Light novel',None,"b'Asakura, Daisuke'",b'PG-13 - Teens 13 or older'
10110,7.28,b'Mayo Chiki!',"[b'Comedy', b'Romance', b'Ecchi']",[b'feel.'],"b'Saitou, Hisashi'",None,b'Light novel',None,None,b'PG-13 - Teens 13 or older'
3655,7.28,b'Nabari no Ou',"[b'Action', b'Comedy', b'Drama', b'Fantasy', b'Supernatural']",[b'J.C.Staff'],"b'Imagawa, Yasuhiro'",None,b'Manga',None,None,b'PG-13 - Teens 13 or older'
13585,7.28,b'Natsuyuki Rendezvous',"[b'Drama', b'Romance', b'Supernatural']",[b'Doga Kobo'],"b'Kamiya, Jun'","b'Itou, Takehiko'",b'Manga',"b'Morioka, Hideyuki'",None,b'PG-13 - Teens 13 or older'
12753,7.28,b'Phi Brain: Kami no Puzzle - Orpheus Order-hen',"[b'Action', b'Mystery']",[b'Sunrise'],"b'Aoyama, Hiroshi'","b'Yatate, Hajime'",b'Original',"b'Koiso, Sayaka'","b'Kameyama, Koichiro'",b'PG-13 - Teens 13 or older'
35330,7.28,b'Poputepipikku',[b'Comedy'],[b'Kamikaze Douga'],"b'Hiramaki, Daisuke'",None,b'4-koma manga',"b'Sasaki, Masakatsu'","b'Hyakkoku, Hajime'",b'PG-13 - Teens 13 or older'
4618,7.28,b'RideBack',"[b'Action', b'Drama', b'Sci-Fi']",[b'Madhouse'],None,"b'Hasemi, Saki'",b'Manga',"b'Sakai, Kyuuta'",b'MAYUKO',b'PG-13 - Teens 13 or older'
29786,7.28,b'Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai',"[b'Comedy', b'Ecchi']",[b'J.C.Staff'],None,"b'Kobayashi, Jin'",b'Light novel',None,None,b'R+ - Mild Nudity'
75,7.28,b'Soukyuu no Fafner: Dead Aggressor',"[b'Action', b'Drama', b'Sci-Fi']",[b'Xebec'],"b'Shimoda, Masami'",None,b'Original',None,"b'Oono, Yuuji'",b'PG-13 - Teens 13 or older'
1195,7.28,b'Zero no Tsukaima',"[b'Action', b'Adventure', b'Comedy', b'Fantasy', b'Romance', b'Ecchi']",[b'J.C.Staff'],"b'Kato, Takao'","b'Akatsuka, Fujio'",b'Light novel',"b'Watanabe, Yoshihiro'","b'Bach, Johann Sebastian'",b'PG-13 - Teens 13 or older'
5597,7.27,b'Natsu no Arashi!',"[b'Comedy', b'Romance', b'Supernatural']",[b'Shaft'],"b'Ootsuki, Atsushi'","b'Sukeno, Yoshiaki'",b'Manga',None,"b'Katakura, Mikiya'",b'PG-13 - Teens 13 or older'
15651,7.27,b'Phi Brain: Kami no Puzzle - Shukuteki! R\xc3\xa4tsel-hen',"[b'Action', b'Mystery']",[b'Sunrise'],"b'Ishikura, Kenichi'",None,b'Original',None,None,b'PG-13 - Teens 13 or older'
4028,7.27,b'Slayers Revolution',"[b'Adventure', b'Comedy', b'Fantasy']",[b'J.C.Staff'],"b'Shinbou, Akiyuki'","b'Grimm, Jacob and Wilhelm'",b'Light novel',"b'Ooshita, Kyuuma'","b'Oku, Keiichi'",b'PG-13 - Teens 13 or older'
152,7.27,b'Solty Rei',"[b'Action', b'Sci-Fi']","[b'Gonzo', b'AIC']","b'Miya, Shigeyuki'",b'Yuuto',b'Original',"b'Kikunaga, Chisato'","b'Haneoka, Kei'",b'R - 17+ (violence & profanity)'
5226,7.27,b'Souten Kouro',"[b'Action', b'Adventure']",[b'Madhouse'],"b'Fujita, Youichi'","b'Yatate, Hajime'",b'Manga',"b'Matsuura, Mai'","b'Yoshikawa, Mei'",b'R+ - Mild Nudity'
28621,7.27,b'Subete ga F ni Naru',"[b'Mystery', b'Sci-Fi']",[b'A-1 Pictures'],"b'Taguchi, Tomohisa'","b'Mikumo, Gakuto'",b'Novel',"b'Nakagawa, Hiromi'","b'Oshima, Michiru'",b'R - 17+ (violence & profanity)'
9893,7.27,b'Suite Precure\xe2\x99\xaa',"[b'Action', b'Fantasy']",[b'Toei Animation'],"b'Tada, Shunsuke'",b'Mochi',b'Original',"b'Nakano, Yuki'","b'Watanabe, Takeshi'",b'G - All Ages'
30911,7.27,b'Tales of Zestiria the Cross',"[b'Action', b'Adventure', b'Fantasy']",[b'ufotable'],None,"b'Azuma, Mayumi'",b'Game',None,"b'Hashimoto, Yukari'",b'PG-13 - Teens 13 or older'
2820,7.27,b'Time Travel Tondekeman!',"[b'Action', b'Adventure', b'Comedy']","[b'Tatsunoko Production', b'Production Reed', b'Asahi Production']","b'Mizushima, Seiji'","b'Kitajima, Yukinori'",b'Original',None,"b'Sano, Hiroaki'",b'PG-13 - Teens 13 or older'
11759,7.27,b'Accel World',"[b'Action', b'Romance', b'Sci-Fi']",[b'Sunrise'],"b'Obara, Masakazu'",None,b'Light novel',"b'Maki, Takao'",None,b'PG-13 - Teens 13 or older'
3006,None,"b""Atashin'chi""",None,None,"b'Kusakawa, Keizou'","b'Satou, Tsutomu'",None,None,"b'Dvo\xc5\x99\xc3\xa1k, Anton\xc3\xadn'",None
22433,7.27,b'Break Blade',"[b'Action', b'Fantasy']","[b'Production I.G', b'Xebec']","b'Mitsunaka, Susumu'","b'Asano, Hajime'",b'Manga',"b'Oka, Yuuichi'","b'Iwasaki, Motoyoshi'",b'R - 17+ (violence & profanity)'
1674,7.27,b'Captain Tsubasa J',"[b'Action', b'Sports']",[b'Studio Comet'],"b'Ueda, Shigeru'","b'Kamatani, Yuhki'",b'Manga',"b'Takami, Akio'","b'Senju, Akira'",b'G - All Ages'
485,7.27,b'Damekko Doubutsu',"[b'Comedy', b'Slice of Life']",[b'Magic Bus'],"b'Kimura, Hiroshi'","b'Kawachi, Haruka'",b'4-koma manga',"b'Oomori, Hidetoshi'","b'Oohashi, Megumi'",b'G - All Ages'
35849,7.27,b'Darling in the FranXX',"[b'Action', b'Drama', b'Romance', b'Sci-Fi']","[b'A-1 Pictures', b'Trigger', b'CloverWorks']","b'Kishi, Seiji'","b'Yatate, Hajime'",b'Original',"b'Oota, Kazuhiro'","b'Hirano, Yoshihisa'",b'PG-13 - Teens 13 or older'
38656,7.27,"b""Darwin's Game""","[b'Action', b'Mystery', b'Sci-Fi']",[b'Nexus'],"b'Matsuo, Kou'","b'Ookawa, bkub'",b'Manga',None,"b'Iga, Takurou'",b'R - 17+ (violence & profanity)'
1684,7.27,b'Dotto Koni-chan',[b'Comedy'],[b'Shaft'],"b'Yoshida, Risako'","b'Kasahara, Tetsuroh'",b'Original',None,None,b'None'
20509,7.27,b'Fate/kaleid liner Prisma\xe2\x98\x86Illya 2wei!',"[b'Action', b'Comedy', b'Fantasy']",[b'SILVER LINK.'],"b'Kawaguchi, Keiichirou'","b'Akagi, Hirotaka'",b'Manga',"b'Sadakata, Kikuko'",None,b'PG-13 - Teens 13 or older'
1858,7.27,b'Gakuen Utopia Manabi Straight!',"[b'Comedy', b'Slice of Life']",[b'ufotable'],"b'Sugishima, Kunihisa'",None,b'Original',"b'Takeda, Itsuko'","b'Otsuka, Ayako'",b'G - All Ages'
21039,7.27,b'Gatchaman Crowds Insight',"[b'Adventure', b'Sci-Fi']",[b'Tatsunoko Production'],"b'Matsuo, Kou'","b'Yamaguchi, Noboru'",b'Original',None,"b'Otani, Kow'",b'PG-13 - Teens 13 or older'
411,7.27,b'Gun x Sword',"[b'Action', b'Adventure', b'Drama', b'Sci-Fi']",[b'AIC ASTA'],"b'Endou, Hirotaka'","b'Kobayashi, Jin'",b'Original',None,"b'Watanabe, Takeshi'",b'PG-13 - Teens 13 or older'
27829,7.27,b'Heavy Object',"[b'Action', b'Sci-Fi']","[b'J.C.Staff', b'SANZIGEN']","b'Aoki, Jun'","b'Yatate, Hajime'",b'Light novel',None,None,b'PG-13 - Teens 13 or older'
1410,7.27,b'IGPX: Immortal Grand Prix (2005) 2nd Season',"[b'Sci-Fi', b'Sports']",[b'Production I.G'],"b'Umeki, Aoi'",None,b'Original',None,"b'Tanaka, Kouhei'",b'PG-13 - Teens 13 or older'
6980,7.27,b'Kaidan Restaurant',"[b'Horror', b'Mystery', b'Supernatural']",[b'Toei Animation'],"b'Takahashi, Atsushi'",None,b'Picture book',None,"b'Hashimoto, Yukari'",b'PG - Children'
2544,7.27,b'Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone',"[b'Adventure', b'Drama', b'Slice of Life']",[b'Nippon Animation'],"b'Suzuki, Youhei'",None,b'Novel',"b'Koike, Satoshi'","b'Endo, Mikio'",b'G - All Ages'
3577,7.27,b'Kyouran Kazoku Nikki',"[b'Comedy', b'Sci-Fi']",[b'Nomad'],"b'Habara, Nobuyoshi'",None,b'Light novel',"b'Taeko, Hori'","b'Arai, Ken'",b'PG-13 - Teens 13 or older'
37023,7.26,b'Layton Mystery Tanteisha: Katri no Nazotoki File',"[b'Comedy', b'Mystery']",[b'LIDENFILMS'],"b'Iwasaki, Yoshiaki'","b'Mori, Hiroshi'",b'Game',None,None,b'PG - Children'
28013,7.27,b'Macross \xce\x94',"[b'Action', b'Romance', b'Sci-Fi']",[b'Satelight'],"b'Shinbou, Akiyuki'","b'Toudou, Izumi'",b'Original',None,b'Sadesper Record',b'PG-13 - Teens 13 or older'
4483,7.27,b'Mahoutsukai ni Taisetsu na Koto: Natsu no Sora',"[b'Drama', b'Romance', b'Slice of Life']",[b'Hal Film Maker'],"b'Endou, Hirotaka'",None,b'Manga',None,"b'Kaida, Yuriko'",b'G - All Ages'
333,7.27,b'Mama wa Shougaku 4 Nensei',"[b'Comedy', b'Drama', b'Sci-Fi']",[b'Sunrise'],"b'Watanabe, Takashi'",None,b'Original',"b'Kawamura, Kousuke'","b'Kajiura, Yuki'",b'PG - Children'
14833,7.27,b'Maoyuu Maou Yuusha',"[b'Adventure', b'Fantasy', b'Romance']",[b'Arms'],"b'Hiraike, Yoshimasa'","b'Kawahara, Reki'",b'Light novel',None,None,b'PG-13 - Teens 13 or older'
335,7.27,b'Matantei Loki Ragnarok',"[b'Comedy', b'Mystery', b'Supernatural']",[b'Studio Deen'],None,"b'Kera, Eiko'",b'Manga',"b'Taniguchi, Junichirou'","b'Nara, Yuuki'",b'PG-13 - Teens 13 or older'
738,7.27,b'M\xc3\x84R',"[b'Action', b'Adventure', b'Comedy', b'Fantasy']",[b'SynergySP'],None,"b'Yoshinaga, Yunosuke'",b'Manga',"b'Sasaki, Youhei'","b'Kajiura, Yuki'",b'PG-13 - Teens 13 or older'
31771,7.26,b'Amanchu!',"[b'Comedy', b'Slice of Life']",[b'J.C.Staff'],"b'Kanbe, Mamoru'","b'Takahashi, Yoichi'",b'Manga',None,"b'Kaida, Yuriko'",b'PG-13 - Teens 13 or older'
37716,7.26,b'Beelzebub-jou no Okinimesu mama.',"[b'Comedy', b'Fantasy', b'Romance']",[b'LIDENFILMS'],"b'Sakai, Munehisa'",None,b'4-koma manga',"b'Tasaki, Satoshi'","b'Yoshimori, Makoto'",b'PG-13 - Teens 13 or older'
1678,7.26,b'Cyborg 009: The Cyborg Soldier',"[b'Action', b'Adventure', b'Sci-Fi']","[b'Shaft', b""Brain's Base"", b'Japan Vistec']","b'Sotozaki, Haruo'",b'Code:000',b'Manga',None,"b'Senju, Akira'",b'PG-13 - Teens 13 or older'
505,7.26,b'Fushigiboshi no\xe2\x98\x86Futagohime',[b'Comedy'],[b'Hal Film Maker'],"b'Yuyama, Kunihiko'",b'FLIPFLOPs',b'Original',None,"b'Iwasaki, Taku'",b'G - All Ages'
386,7.26,b'H2',"[b'Comedy', b'Romance', b'Sports']",[b'Production Reed'],"b'Obara, Masakazu'",None,b'Manga',"b'Fujii, Masahiro'","b'Hashimoto, Yukari'",b'PG-13 - Teens 13 or older'
38476,7.26,b'Heya Camp\xe2\x96\xb3',"[b'Comedy', b'Slice of Life']",[b'C-Station'],"b'Daichi, Akitarou'","b'Hiroyama, Hiroshi'",b'Manga',"b'Itou, Yoshiaki'","b'Oshima, Michiru'",b'PG-13 - Teens 13 or older'
34281,7.26,b'High School DxD Hero',"[b'Action', b'Comedy', b'Romance', b'Ecchi']",[b'Passione'],"b'Yasumi, Tetsuo'",b'Type-Moon',b'Light novel',"b'Oota, Kazuhiro'","b'Muramatsu, Ken'",b'R+ - Mild Nudity'
714,7.26,b'High School! Kimengumi',"[b'Comedy', b'Romance']","[b'Gallop', b'Studio Comet']","b'Amino, Tetsuro'",None,b'Manga',"b'Sasaki, Youhei'","b'Izutsu, Akio'",b'None'
20853,7.26,b'Hitsugi no Chaika',"[b'Action', b'Adventure', b'Comedy', b'Fantasy', b'Romance']",[b'Bones'],"b'Habara, Nobuyoshi'",None,b'Light novel',None,b'Gin',b'R - 17+ (violence & profanity)'
2228,None,b'Honoo no Toukyuuji: Dodge Danpei',None,None,None,None,None,None,"b'Wada, Takafumi'",None
40833,7.26,b'Inu to Neko Docchi mo Katteru to Mainichi Tanoshii',"[b'Comedy', b'Slice of Life']",[b'Team TillDawn'],"b'Shibuichi, Setsuko'",None,b'Manga',None,"b'Tateyama, Akiyuki'",b'G - All Ages'
940,7.26,b'Inukami!',"[b'Comedy', b'Romance', b'Supernatural', b'Ecchi']",[b'Seven Arcs'],"b'Nishigori, Atsushi'","b'Kamachi, Kazuma'",b'Light novel',None,"b'Saitou, Tsuneyoshi'",b'PG-13 - Teens 13 or older'
35639,7.26,b'Just Because!',"[b'Drama', b'Romance', b'Slice of Life']",[b'Pine Jam'],"b'Tokumoto, Yoshinobu'",None,b'Original',None,"b'Mitsumune, Shinkichi'",b'PG-13 - Teens 13 or older'
52,7.26,b'Kidou Tenshi Angelic Layer',"[b'Comedy', b'Drama', b'Sci-Fi', b'Sports']",[b'Bones'],"b'Watanabe, Shinichi'",None,b'Manga',None,None,b'PG-13 - Teens 13 or older'
28623,7.26,b'Koutetsujou no Kabaneri',"[b'Action', b'Drama', b'Fantasy', b'Horror', b'Supernatural']",[b'Wit Studio'],"b'Jinbo, Masato'","b'Matsutani, Miyoko'",b'Original',"b'Matsushima, Akira'","b'Izutsu, Akio'",b'R - 17+ (violence & profanity)'
21105,7.26,b'Love Stage!!',"[b'Boys Love', b'Comedy', b'Romance']",[b'J.C.Staff'],"b'Oonuma, Shin'",None,b'Manga',None,"b'Tezuka, Osamu'",b'PG-13 - Teens 13 or older'
330,7.26,b'Midori no Hibi',"[b'Comedy', b'Drama', b'Romance', b'Ecchi']",[b'Studio Pierrot'],None,None,b'Manga',"b'Aikyou, Yukiko'","b'Oomori, Toshiyuki'",b'R+ - Mild Nudity'
326,7.26,b'Petshop of Horrors',"[b'Horror', b'Mystery', b'Supernatural']",[b'Madhouse'],None,None,b'Manga',"b'Ootsuka, Akira'",None,b'R - 17+ (violence & profanity)'
42826,7.26,b'Seijo no Maryoku wa Bannou Desu',"[b'Fantasy', b'Romance', b'Slice of Life']",[b'Diomed\xc3\xa9a'],"b'Nakamura, Kenji'",None,b'Light novel',"b'Yanagi, Shinsuke'",None,b'PG-13 - Teens 13 or older'
3009,7.26,b'Tiger Mask',"[b'Action', b'Drama', b'Sports']",[b'Toei Animation'],"b'Taniguchi, Gorou'",None,b'Manga',"b'Yoshida, Minami'","b'Bach, Johann Sebastian'",b'PG-13 - Teens 13 or older'
30901,7.26,b'Utawarerumono: Itsuwari no Kamen',"[b'Action', b'Drama', b'Fantasy']",[b'White Fox'],"b'Watanabe, Takashi'","b'Yamada, Norie'",b'Visual novel',None,"b'Kawai, Kenji'",b'PG-13 - Teens 13 or older'
7,7.26,b'Witch Hunter Robin',"[b'Action', b'Drama', b'Mystery', b'Supernatural']",[b'Sunrise'],None,"b'Nakamori, Ito'",b'Original',"b'Matsumura, Takura'","b'Takanashi, Yasuharu'",b'PG-13 - Teens 13 or older'
1722,7.25,b'Nagasarete Airantou',"[b'Comedy', b'Fantasy', b'Romance', b'Ecchi']",[b'feel.'],None,"b'Touno, Mamare'",b'Manga',None,"b'Sakuraba, Motoi'",b'PG-13 - Teens 13 or older'
6030,7.25,b'Needless',"[b'Action', b'Comedy', b'Sci-Fi', b'Ecchi']",[b'Madhouse'],"b'Ikeda, Youko'","b'Kinoshita, Sakura'",b'Manga',"b'Kobayashi, Yukari'","b'Shiina, Gou'",b'R - 17+ (violence & profanity)'
4114,7.25,b'Onegai My Melody: Kuru Kuru Shuffle!',"[b'Comedy', b'Fantasy']",[b'Studio Comet'],"b'Kusuba, Kouzou'","b'Anzai, Nobuyuki'",b'Unknown',"b'Tanaka, Masayoshi'",None,b'PG - Children'
19369,7.25,b'Outbreak Company',"[b'Comedy', b'Fantasy']",[b'feel.'],None,"b'Amano, Kozue'",b'Light novel',None,b'MintJam',b'PG-13 - Teens 13 or older'
9241,7.25,b'Super Robot Taisen OG: The Inspector',"[b'Action', b'Sci-Fi']",[b'Asahi Production'],None,b'matoba',b'Game',None,"b'Ooshima, Hiroyuki'",b'PG-13 - Teens 13 or older'
42668,7.25,b'Taisou Zamurai',[b'Sports'],[b'MAPPA'],"b'Hino, Akihiro'","b'Ishinomori, Shoutarou'",b'Original',None,b'onoken',b'PG-13 - Teens 13 or older'
4663,7.25,b'Tekken Chinmi',"[b'Action', b'Adventure']",[b'Production Reed'],"b'Mitsunaka, Susumu'",None,b'Manga',None,"b'Sakuraba, Motoi'",b'PG-13 - Teens 13 or older'
2683,7.25,b'Tokyo Majin Gakuen Kenpucho: Tou Dai Ni Maku',"[b'Action', b'Drama', b'Fantasy', b'Horror', b'Mystery']","[b'AIC Spirits', b'BeSTACK']","b'Kawamori, Shouji'","b'Adachi, Mitsuru'",b'Game',None,"b'Hirano, Yoshihisa'",b'R - 17+ (violence & profanity)'
306,7.25,b'Abenobashi Mahou\xe2\x98\x86Shoutengai',"[b'Comedy', b'Fantasy', b'Ecchi']","[b'Gainax', b'Madhouse']","b'Yasuda, Kenji'",None,b'Original',None,None,b'R+ - Mild Nudity'
1450,7.25,b'Brigadoon: Marin to Melan',"[b'Adventure', b'Comedy', b'Drama', b'Sci-Fi']",[b'Sunrise'],"b'Kobayashi, Osamu'",None,b'Original',"b'Kimura, Takahiro'",None,b'PG-13 - Teens 13 or older'
5356,7.25,b'Canaan',"[b'Action', b'Sci-Fi', b'Supernatural']",[b'P.A. Works'],"b'Iuchi, Shuji'","b'Ishibumi, Ichiei'",b'Visual novel',"b'Anno, Masato'","b'Tachibana, Asami'",b'R - 17+ (violence & profanity)'
16592,7.25,b'Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation',"[b'Horror', b'Mystery']",[b'Lerche'],"b'Takahashi, Takeo'",None,b'Game',None,"b'Suehiro, Kenichiro'",b'R - 17+ (violence & profanity)'
8915,7.25,b'Dantalian no Shoka',"[b'Action', b'Mystery', b'Supernatural']",[b'Gainax'],"b'Watanabe, Hiroshi'",None,b'Light novel',None,"b'Masuda, Toshio'",b'R - 17+ (violence & profanity)'
27631,7.25,b'God Eater',"[b'Action', b'Fantasy', b'Sci-Fi']",[b'ufotable'],"b'Kawaguchi, Keiichirou'","b'Sakaki, Ichirou'",b'Game',"b'Takahashi, Akira'","b'Katou, Tatsuya'",b'R - 17+ (violence & profanity)'
15699,7.25,b'Haiyore! Nyaruko-san W',"[b'Comedy', b'Sci-Fi']",[b'Xebec'],"b'Okuwaki, Masaharu'",None,b'Light novel',None,None,b'PG-13 - Teens 13 or older'
41006,7.25,b'Higurashi no Naku Koro ni Gou',"[b'Avant Garde', b'Horror', b'Mystery', b'Supernatural', b'Suspense']",[b'Passione'],"b'Kasai, Kenichi'",None,b'Visual novel',None,None,b'R - 17+ (violence & profanity)'
4550,7.25,b'Hyakko',"[b'Comedy', b'Slice of Life']",[b'Nippon Animation'],"b'Satou, Junichi'","b'Matsumoto, Hidekichi'",b'Manga',None,"b'Iwasaki, Taku'",b'PG-13 - Teens 13 or older'
16732,7.25,b'Kiniro Mosaic',"[b'Comedy', b'Slice of Life']",[b'Studio Gokumi'],"b'Kazuto, Minato'","b'Arisawa, Mamizu'",b'4-koma manga',None,"b'Nakagawa, Koutarou'",b'PG-13 - Teens 13 or older'
