MAL_ID,MAL_SCORE,MAL_TITLE,GENRES,STUDIOS,DIRECTORS,OG_CREATOR,SOURCE,ANIM_DIRECTOR,COMPOSER,AGE_RATING
21855,7.96,b'Hanamonogatari',"[b'Comedy', b'Mystery', b'Supernatural']",[b'Shaft'],"b'Kakimoto, Koudai'",None,b'Light novel',"b'Shiba, Minako'","b'Oshima, Michiru'",b'R - 17+ (violence & profanity)'
14719,7.96,b'JoJo no Kimyou na Bouken (TV)',"[b'Action', b'Adventure', b'Supernatural']",[b'David Production'],"b'Tanemura, Ayataka'","b'Takatsu, Karino'",b'Manga',None,"b'van Beethoven, Ludwig'",b'R - 17+ (violence & profanity)'
11739,7.96,b'Kimi to Boku. 2',"[b'Comedy', b'Drama', b'Romance', b'Slice of Life']",[b'J.C.Staff'],"b'Yoshihara, Tatsuya'",b'CLAMP',b'Manga',None,None,b'PG-13 - Teens 13 or older'
2076,7.96,b'Kindaichi Shounen no Jikenbo',[b'Mystery'],[b'Toei Animation'],"b'Takemoto, Yasuhiro'",b'Nitroplus',b'Manga',"b'Honda, Takeshi'","b'Honma, Akimitsu'",b'R - 17+ (violence & profanity)'
5678,7.96,b'Kobato.',"[b'Comedy', b'Drama', b'Fantasy', b'Romance']",[b'Madhouse'],"b'Kobayashi, Tsuneo'","b'Urobuchi, Gen'",b'Manga',"b'Inoue, Toshiyuki'","b'Kawai, Kenji'",b'PG-13 - Teens 13 or older'
15689,7.96,b'Nekomonogatari: Kuro',"[b'Comedy', b'Romance', b'Supernatural']",[b'Shaft'],"b'Osedo, Satoshi'","b'Narita, Ryohgo'",b'Light novel',None,"b'Bach, Johann Sebastian'",b'R - 17+ (violence & profanity)'
14075,7.96,b'Zetsuen no Tempest',"[b'Action', b'Drama', b'Fantasy', b'Mystery']",[b'Bones'],"b'Daichi, Akitarou'","b'Yamada, Yoshihiro'",b'Manga',None,"b'Tanaka, Kouhei'",b'PG-13 - Teens 13 or older'
20,7.95,b'Naruto',"[b'Action', b'Adventure', b'Comedy']",[b'Studio Pierrot'],"b'Yoneda, Kazuhiro'","b'Akizuki, Sorata'",b'Manga',"b'Taniguchi, Junichirou'","b'van Beethoven, Ludwig'",b'PG-13 - Teens 13 or older'
17549,7.95,b'Non Non Biyori',"[b'Comedy', b'Slice of Life']",[b'SILVER LINK.'],"b'Murata, Masahiko'","b'Abe, Yoshitoshi'",b'Manga',"b'Tomioka, Takashi'","b'Nobusawa, Nobuaki'",b'PG-13 - Teens 13 or older'
35968,7.95,b'Wotaku ni Koi wa Muzukashii',"[b'Comedy', b'Romance', b'Slice of Life']",[b'A-1 Pictures'],"b'Katabuchi, Sunao'","b'Hisaya, Naoki'",b'Web manga',"b'Komaru, Toshiyuki'","b'Yokoyama, Masaru'",b'PG-13 - Teens 13 or older'
73,7.95,b'Full Metal Panic! The Second Raid',[b'Action'],[b'Kyoto Animation'],"b'Nabeshima, Osamu'",b'Key',b'Light novel',"b'Yoshida, Kenichi'","b'Yoshimori, Makoto'",b'R - 17+ (violence & profanity)'
38337,7.95,b'Gochuumon wa Usagi Desu ka? Bloom',"[b'Comedy', b'Slice of Life']",[b'Encourage Films'],"b'Katsumata, Tomoharu'","b'Tsuzuki, Masaki'",b'4-koma manga',None,"b'Iga, Takurou'",b'PG-13 - Teens 13 or older'
6774,7.95,b'Kuuchuu Buranko',"[b'Comedy', b'Drama']",[b'Toei Animation'],"b'Kasai, Kenichi'",b'Adachitoka',b'Novel',None,"b'Haneoka, Kei'",b'R - 17+ (violence & profanity)'
39195,7.94,b'Beastars',"[b'Drama', b'Slice of Life']",[b'Orange'],"b'Uda, Kounosuke'","b'Akatsuka, Fujio'",b'Manga',None,"b'Fujisawa, Yoshiaki'",b'R - 17+ (violence & profanity)'
38084,7.94,b'Fate/Grand Order: Zettai Majuu Sensen Babylonia',"[b'Action', b'Fantasy', b'Supernatural']",[b'CloverWorks'],"b'Masunari, Koji'","b'Zen, Carlo'",b'Game',"b'Kaiya, Toshihisa'",b'Elements Garden',b'PG-13 - Teens 13 or older'
122,7.94,b'Full Moon wo Sagashite',"[b'Comedy', b'Drama', b'Romance', b'Supernatural']",[b'Studio Deen'],"b'Utsumi, Hiroko'","b'Shiibashi, Hiroshi'",b'Manga',None,"b'Tachibana, Asami'",b'PG-13 - Teens 13 or older'
11239,7.94,b'Hidamari Sketch x Honeycomb',"[b'Comedy', b'Slice of Life']",[b'Shaft'],"b'Nagai, Tatsuyuki'","b'Watanabe, Wataru'",b'4-koma manga',"b'Handa, Shuuhei'","b'Kanno, Yoko'",b'PG-13 - Teens 13 or older'
658,7.94,b'Touhai Densetsu Akagi: Yami ni Maiorita Tensai',[b'Suspense'],[b'Madhouse'],"b'Tachibana, Masaki'","b'Azuma, Kiyohiko'",b'Manga',b'Sushio',"b'Dan, Arn\xc3\xb3n'",b'R - 17+ (violence & profanity)'
28,7.94,b'Yakitate!! Japan',[b'Comedy'],[b'Sunrise'],"b'Yoshimura, Ai'","b'Toriyama, Akira'",b'Manga',"b'Yoneyama, Mai'","b'Satou, Naoki'",b'PG-13 - Teens 13 or older'
30279,7.94,b'Yuru Yuri San\xe2\x98\x86Hai!',"[b'Comedy', b'Girls Love', b'Slice of Life']",[b'TYO Animations'],"b'Shinohara, Toshiya'",b'Buronson',b'Manga',None,None,b'PG-13 - Teens 13 or older'
28297,7.93,b'Ore Monogatari!!',"[b'Comedy', b'Romance']",[b'Madhouse'],"b'Mizushima, Seiji'","b'Touno, Mamare'",b'Manga',"b'Yamanaka, Junko'",b'ANANT-GARDE EYES',b'PG-13 - Teens 13 or older'
29803,7.93,b'Overlord',"[b'Action', b'Adventure', b'Fantasy', b'Supernatural']",[b'Madhouse'],"b'Watanabe, Takashi'",None,b'Light novel',None,"b'Murai, Shusei'",b'R - 17+ (violence & profanity)'
40935,7.93,b'Beastars 2nd Season',"[b'Drama', b'Slice of Life']",[b'Orange'],"b'Yoshida, Shunji'","b'NISIO, ISIN'",b'Manga',"b'Sai, Fumihide'","b'Tsutsumi, Hiroaki'",b'R - 17+ (violence & profanity)'
15,7.93,b'Eyeshield 21',"[b'Action', b'Comedy', b'Sports']",[b'Gallop'],"b'Ishihara, Tatsuya'","b'Araki, Hirohiko'",b'Manga',None,"b'Nakanishi, Ryousuke'",b'PG-13 - Teens 13 or older'
9289,7.93,b'Hanasaku Iroha',"[b'Comedy', b'Drama', b'Slice of Life']",[b'P.A. Works'],"b'Oonuma, Shin'","b'Hotta, Kiichi'",b'Original',None,b'Ron',b'PG-13 - Teens 13 or older'
996,7.92,b'Bishoujo Senshi Sailor Moon: Sailor Stars',"[b'Adventure', b'Comedy', b'Drama', b'Fantasy', b'Romance']",[b'Toei Animation'],"b'Sakurai, Hiroaki'","b'Kibayashi, Shin'",b'Manga',None,"b'Kawai, Kenji'",b'PG-13 - Teens 13 or older'
1470,7.92,b'City Hunter',"[b'Action', b'Comedy', b'Mystery']",[b'Sunrise'],"b'Nagai, Tatsuyuki'",b'CLAMP',b'Manga',"b'Akasaka, Shunji'","b'Tada, Akifumi'",b'PG-13 - Teens 13 or older'
31339,7.92,b'Drifters',"[b'Action', b'Adventure', b'Comedy', b'Fantasy']",[b'Hoods Drifters Studio'],None,"b'NISIO, ISIN'",b'Manga',"b'Matsushita, Ikuko'",None,b'R - 17+ (violence & profanity)'
2924,7.92,b'ef: A Tale of Memories.',"[b'Drama', b'Mystery', b'Romance']",[b'Shaft'],"b'Abo, Takao'","b'Shirodaira, Kyou'",b'Visual novel',"b'Sakimoto, Sayuri'","b'Sawada, Kan'",b'PG-13 - Teens 13 or older'
3907,7.92,b'Ginga Sengoku Gunyuuden Rai',"[b'Adventure', b'Romance', b'Sci-Fi']",[b'E&G Films'],"b'Sugii, Gisaburou'","b'Kishimoto, Masashi'",b'Manga',"b'Sunagawa, Takaya'","b'Kanno, Yoko'",b'PG-13 - Teens 13 or older'
934,7.92,b'Higurashi no Naku Koro ni',"[b'Avant Garde', b'Horror', b'Mystery', b'Supernatural', b'Suspense']",[b'Studio Deen'],"b'Tokita, Hiroko'",b'Atto',b'Visual novel',None,"b'Wakakusa, Kei'",b'R - 17+ (violence & profanity)'
2829,7.92,b'Ie Naki Ko Remy',"[b'Adventure', b'Drama', b'Slice of Life']",[b'Nippon Animation'],"b'Mizushima, Tsutomu'",b'Fujita',b'Novel',None,"b'Katou, Tatsuya'",b'G - All Ages'
13331,7.92,b'Jormungand: Perfect Order',"[b'Action', b'Adventure']",[b'White Fox'],"b'Kosaka, Satoru'","b'Gatoh, Shoji'",b'Manga',"b'Kawamura, Toshie'","b'Kanno, Yuugo'",b'R+ - Mild Nudity'
427,7.92,b'Kaleido Star',"[b'Comedy', b'Drama', b'Fantasy', b'Sports']",[b'Gonzo'],"b'Kanasaki, Takaomi'",b'Koi',b'Original',"b'Sakamoto, Chiyoko'","b'Mitsuda, Yasunori'",b'PG-13 - Teens 13 or older'
27947,7.92,b'Lupin III (2015)',"[b'Action', b'Adventure', b'Comedy', b'Mystery']","[b'TMS Entertainment', b'Telecom Animation Film']","b'Yonetani, Yoshitomo'","b'Okuda, Hideo'",b'Manga',None,None,b'PG-13 - Teens 13 or older'
1088,7.92,b'Macross',"[b'Action', b'Romance', b'Sci-Fi']",[b'Tatsunoko Production'],"b'Hongou, Mitsuru'","b'Itagaki, Paru'",b'Original',"b'Kusumoto, Yuuko'",None,b'PG-13 - Teens 13 or older'
2159,7.92,b'Ookiku Furikabutte',"[b'Comedy', b'Sports']",[b'A-1 Pictures'],"b'Murano, Yuuta'","b'Nasu, Kinoko'",b'Manga',None,"b'Saitou, Tsuneyoshi'",b'PG-13 - Teens 13 or older'
37675,7.92,b'Overlord III',"[b'Action', b'Fantasy', b'Supernatural']",[b'Madhouse'],"b'Kamiya, Jun'",b'Type-Moon',b'Light novel',"b'Shino, Masanori'",b'(K)NoW_NAME',b'R - 17+ (violence & profanity)'
27775,7.92,b'Plastic Memories',"[b'Drama', b'Romance', b'Sci-Fi']",[b'Doga Kobo'],"b'Yamazaki, Mitsue'","b'Tanemura, Arina'",b'Original',"b'Morioka, Hideyuki'","b'Yoshimori, Makoto'",b'PG-13 - Teens 13 or older'
957,7.92,b'Saiunkoku Monogatari',"[b'Adventure', b'Comedy', b'Drama', b'Fantasy', b'Romance']",[b'Madhouse'],"b'Nagasaki, Kenji'","b'Aoki, Ume'",b'Light novel',None,"b'Nakagawa, Koutarou'",b'PG-13 - Teens 13 or older'
114,7.92,b'Sakigake!! Cromartie Koukou',[b'Comedy'],[b'Production I.G'],"b'Mukai, Masahiro'",None,b'Manga',None,None,b'PG-13 - Teens 13 or older'
12815,7.92,b'Shirokuma Cafe',"[b'Comedy', b'Slice of Life']",[b'Studio Pierrot'],"b'Nagasaki, Kenji'",None,b'Manga',"b'Maniwa, Hideaki'","b'Satou, Naoki'",b'G - All Ages'
2618,7.92,b'Takarajima',"[b'Adventure', b'Drama', b'Mystery']","[b'Madhouse', b'TMS Entertainment']","b'Oomori, Takahiro'","b'Hashiguchi, Takashi'",b'Novel',"b'Akai, Toshifumi'","b'Fujisawa, Yoshiaki'",b'PG-13 - Teens 13 or older'
41389,7.92,b'Tonikaku Kawaii',"[b'Comedy', b'Romance']",[b'Seven Arcs'],"b'Kojima, Masayuki'",b'Namori',b'Manga',"b'Takada, Akira'","b'Matsumoto, Junichi'",b'PG-13 - Teens 13 or older'
31098,7.92,b'Ushio to Tora (TV) 2nd Season',"[b'Action', b'Adventure', b'Comedy', b'Supernatural']","[b'MAPPA', b'Studio VOLN']","b'Ishihara, Tatsuya'","b'Kawahara, Kazune'",b'Manga',"b'Chiba, Michinori'",None,b'PG-13 - Teens 13 or older'
3228,7.92,b'Zoku Sayonara Zetsubou Sensei',[b'Comedy'],[b'Shaft'],"b'Kaburagi, Hiro'","b'Maruyama, Kugane'",b'Manga',"b'Kanno, Hiroki'","b'Kawai, Kenji'",b'R - 17+ (violence & profanity)'
24,7.91,b'School Rumble',"[b'Comedy', b'Romance']",[b'Studio Comet'],"b'Kaburagi, Hiro'","b'Itagaki, Paru'",b'Manga',None,"b'Terashima, Tamiya'",b'PG-13 - Teens 13 or older'
11123,7.91,b'Sekaiichi Hatsukoi 2',"[b'Boys Love', b'Comedy', b'Drama', b'Romance']",[b'Studio Deen'],"b'Takemoto, Yasuhiro'","b'Inagaki, Riichiro'",b'Manga',"b'Hasebe, Atsushi'","b'Sawano, Hiroyuki'",b'PG-13 - Teens 13 or older'
2158,7.91,b'Terra e... (TV)',"[b'Action', b'Drama', b'Sci-Fi']","[b'Tokyo Kids', b'Minami Machi Bugyousho']","b'Oikawa, Kei'",None,b'Manga',"b'Nakano, Keiya'","b'van Beethoven, Ludwig'",b'PG-13 - Teens 13 or older'
9941,7.91,b'Tiger & Bunny',"[b'Action', b'Comedy', b'Mystery']",[b'Sunrise'],"b'Kamakura, Yumi'",None,b'Original',"b'Shindou, Yuu'","b'Otani, Kow'",b'PG-13 - Teens 13 or older'
48580,7.91,b'Vanitas no Karte',[b'Supernatural'],[b'Bones'],"b'Mizushima, Tsutomu'",None,b'Manga',None,"b'Masuda, Toshio'",b'R - 17+ (violence & profanity)'
37786,7.91,b'Yagate Kimi ni Naru',"[b'Drama', b'Girls Love', b'Romance']",[b'TROYCA'],"b'Kamo, Ayumi'","b'Hojo, Tsukasa'",b'Manga',None,"b'Katou, Tatsuya'",b'PG-13 - Teens 13 or older'
32995,7.91,b'Yuri!!! on Ice',"[b'Comedy', b'Sports']",[b'MAPPA'],"b'Mashimo, Kouichi'","b'Hirano, Kouta'",b'Original',"b'Ikeda, Kazumi'","b'Takanashi, Yasuharu'",b'PG-13 - Teens 13 or older'
37435,7.91,b'Carole & Tuesday',"[b'Drama', b'Sci-Fi']",[b'Bones'],"b'Oomori, Takahiro'","b'Kagami, Yuu'",b'Original',"b'Sugiyama, Nobuhiro'","b'Kunihiko, Ryo'",b'PG-13 - Teens 13 or older'
790,7.91,b'Ergo Proxy',"[b'Mystery', b'Sci-Fi']",[b'Manglobe'],"b'Mashimo, Kouichi'",b'minori',b'Original',"b'Hara, Shuuichi'",None,b'R - 17+ (violence & profanity)'
7062,7.91,b'Hidamari Sketch x \xe2\x98\x86\xe2\x98\x86\xe2\x98\x86',"[b'Comedy', b'Slice of Life']",[b'Shaft'],"b'Andou, Masahiro'","b'Manabe, Jouji'",b'4-koma manga',"b'Imoto, Yuki'","b'Agematsu, Noriyasu'",b'PG-13 - Teens 13 or older'
1594,7.91,b'Jigoku Shoujo Futakomori',"[b'Horror', b'Mystery', b'Supernatural']",[b'Studio Deen'],"b'Tokoro, Tomokazu'",b'Ryukishi07',b'Original',"b'Onji, Masayuki'","b'Fujita, Junpei'",b'R - 17+ (violence & profanity)'
10080,7.91,b'Kami nomi zo Shiru Sekai II',"[b'Comedy', b'Romance', b'Supernatural']",[b'Manglobe'],"b'Ishihara, Tatsuya'","b'Malot, Hector-Henri'",b'Manga',None,"b'Seki, Minako'",b'PG-13 - Teens 13 or older'
3572,7.91,b'Macross F',"[b'Action', b'Romance', b'Sci-Fi']",[b'Satelight'],"b'Kusakawa, Keizou'","b'Takahashi, Keitarou'",b'Original',None,"b'Sahashi, Toshihiko'",b'PG-13 - Teens 13 or older'
36563,7.9,b'Megalo Box',"[b'Action', b'Drama', b'Sci-Fi', b'Sports']",[b'TMS Entertainment'],"b'Tamura, Koutarou'",None,b'Original',"b'Suwa, Masahiro'","b'Kunihiko, Ryo'",b'R - 17+ (violence & profanity)'
85,7.9,b'Mobile Suit Zeta Gundam',"[b'Drama', b'Romance', b'Sci-Fi']",[b'Sunrise'],"b'Fujita, Youichi'",b'Monkey Punch',b'Original',None,"b'Matsuo, Hayato'",b'PG-13 - Teens 13 or older'
6377,7.9,b'Zan Sayonara Zetsubou Sensei',[b'Comedy'],[b'Shaft'],"b'Uemura, Yutaka'",None,b'Manga',"b'Takada, Akira'","b'Abe, Jun'",b'R - 17+ (violence & profanity)'
2605,7.89,b'Sayonara Zetsubou Sensei',[b'Comedy'],[b'Shaft'],"b'Fukuda, Michio'","b'Higuchi, Asa'",b'Manga',"b'Taniguchi, Junichirou'","b'Muto, Seiji'",b'R - 17+ (violence & profanity)'
43299,7.89,b'Wonder Egg Priority',"[b'Drama', b'Fantasy']",[b'CloverWorks'],"b'Nabeshima, Osamu'","b'Maruyama, Kugane'",b'Original',None,"b'Kunihiko, Ryo'",b'R - 17+ (violence & profanity)'
9513,7.89,b'Beelzebub',"[b'Action', b'Comedy', b'Supernatural']",[b'Pierrot Plus'],"b'Nishikiori, Hiroshi'","b'Hayashi, Naotaka'",b'Manga',None,"b'Yoshikawa, Youichirou'",b'PG-13 - Teens 13 or older'
23289,7.89,b'Gekkan Shoujo Nozaki-kun',"[b'Comedy', b'Romance']",[b'Doga Kobo'],"b'Okazaki, Minoru'",None,b'4-koma manga',None,b'Edison',b'PG-13 - Teens 13 or older'
42250,7.88,b'Bungou Stray Dogs Wan!',"[b'Comedy', b'Slice of Life', b'Supernatural']","[b'Bones', b'Nomad']","b'Ashida, Toyoo'","b'Nonaka, Eiji'",b'Manga',"b'Endou, Emiko'","b'Wada, Kaoru'",b'PG-13 - Teens 13 or older'
35222,7.88,b'Gakuen Babysitters',"[b'Comedy', b'Slice of Life']","[b""Brain's Base""]","b'Ishihira, Shinji'","b'Higa, Aloha'",b'Manga',"b'Endou, Kenichi'","b'Oumi, Gorou'",b'PG-13 - Teens 13 or older'
35075,7.88,b'Hoozuki no Reitetsu 2nd Season',"[b'Comedy', b'Fantasy', b'Supernatural']",[b'Studio Deen'],"b'Ikuhara, Kunihiko'","b'Stevenson, Robert Louis'",b'Manga',"b'Kaiya, Toshihisa'","b'Hayashi, Yuzo'",b'PG-13 - Teens 13 or older'
38080,7.88,b'Kono Oto Tomare!',"[b'Drama', b'Romance']",[b'Platinum Vision'],"b'Nakamura, Shouko'","b'Hata, Kenjirou'",b'Manga',"b'Yanagida, Yoshiaki'","b'Sato, Hironosuke'",b'PG-13 - Teens 13 or older'
20057,7.88,b'Space\xe2\x98\x86Dandy',"[b'Comedy', b'Sci-Fi']",[b'Bones'],"b'Itamura, Tomoyuki'","b'Fujita, Kazuhiro'",b'Original',"b'Endou, Emiko'","b'Sagisu, Shirou'",b'PG-13 - Teens 13 or older'
22,7.88,b'Tennis no Ouji-sama',"[b'Action', b'Comedy', b'Sports']",[b'Trans Arts'],"b'Shinbou, Akiyuki'","b'Kumeta, Kouji'",b'Manga',None,"b'Takahashi, Ryou'",b'PG-13 - Teens 13 or older'
6582,7.88,b'Tentai Senshi Sunred 2nd Season',[b'Comedy'],[b'AIC ASTA'],"b'Suzuki, Kenichi'","b'Kobayashi, Jin'",b'Manga',None,"b""I've sound""",b'PG-13 - Teens 13 or older'
32093,7.87,b'Tanaka-kun wa Itsumo Kedaruge',"[b'Comedy', b'Slice of Life']",[b'SILVER LINK.'],"b'Tsuda, Naokatsu'","b'Nakamura, Shungiku'",b'Web manga',"b'Umakoshi, Yoshihiko'","b'Iuchi, Maiko'",b'PG-13 - Teens 13 or older'
17909,7.87,b'Uchouten Kazoku',"[b'Comedy', b'Drama', b'Fantasy', b'Slice of Life']",[b'P.A. Works'],"b'Kanbe, Mamoru'","b'Takemiya, Keiko'",b'Novel',"b'Odashima, Hitomi'","b'Otani, Kow'",b'PG-13 - Teens 13 or older'
40046,7.87,b'Id:Invaded',"[b'Mystery', b'Sci-Fi']",[b'NAZ'],"b'Nishio, Daisuke'","b'Yatate, Hajime'",b'Original',"b'Takada, Akira'","b'Chopin, Fr\xc3\xa9d\xc3\xa9ric'",b'R - 17+ (violence & profanity)'
1695,7.87,b'Les Mis\xc3\xa9rables: Shoujo Cosette',"[b'Drama', b'Slice of Life']",[b'Nippon Animation'],"b'Masuhara, Mitsuyuki'","b'Mochizuki, Jun'",b'Novel',"b'Kanemori, Yoshinori'","b'Ishihama, Kakeru'",b'G - All Ages'
31741,7.87,b'Magi: Sinbad no Bouken (TV)',"[b'Action', b'Adventure', b'Fantasy']",[b'Lay-duce'],"b'Itamura, Tomoyuki'","b'Nakatani, Nio'",b'Manga',"b'Ikeda, Shoko'",b'MONACA',b'PG-13 - Teens 13 or older'
532,7.86,b'Bishoujo Senshi Sailor Moon S',"[b'Drama', b'Romance']",[b'Toei Animation'],"b'Shinbou, Akiyuki'","b'Kubo, Mitsurou'",b'Manga',"b'Shibata, Yuka'","b'Dewa, Yoshiaki'",b'PG-13 - Teens 13 or older'
25517,7.86,b'Magic Kaito 1412',"[b'Adventure', b'Comedy', b'Romance']",[b'A-1 Pictures'],"b'Andou, Masahiro'",None,b'Manga',"b'Shibata, Yuka'","b'Tezuka, Osamu'",b'PG-13 - Teens 13 or older'
569,7.86,b'Musekinin Kanchou Tylor',"[b'Comedy', b'Sci-Fi']",[b'Tatsunoko Production'],"b'Date, Hayato'",None,b'Light novel',"b'Maruki, Nobuaki'","b'Togoshi, Magome'",b'PG-13 - Teens 13 or older'
400,7.86,b'Seihou Bukyou Outlaw Star',"[b'Action', b'Adventure', b'Comedy', b'Sci-Fi']",[b'Sunrise'],"b'Kawatsura, Shinya'","b'Aoki, Ume'",b'Manga',"b'Fujimoto, Satoru'","b'Orito, Shinji'",b'R+ - Mild Nudity'
3588,7.85,b'Soul Eater',"[b'Action', b'Comedy', b'Fantasy', b'Supernatural']",[b'Bones'],"b'Hiraike, Yoshimasa'",None,b'Manga',"b'Kabashima, Yousuke'",b'Tenmon',b'PG-13 - Teens 13 or older'
849,7.85,b'Suzumiya Haruhi no Yuuutsu',"[b'Comedy', b'Mystery', b'Sci-Fi', b'Slice of Life']",[b'Kyoto Animation'],"b'Takemoto, Yasuhiro'","b'Wakaki, Tamiki'",b'Light novel',"b'Adachi, Shingo'","b'Yanagi, Eiichiro'",b'PG-13 - Teens 13 or older'
12445,7.85,b'Tasogare Otome x Amnesia',"[b'Horror', b'Mystery', b'Romance', b'Supernatural']",[b'SILVER LINK.'],"b'Hashimoto, Hiroyuki'",None,b'Manga',"b'Nishiguchi, Tomoya'","b'Maeguchi, Wataru'",b'R - 17+ (violence & profanity)'
10521,7.85,"b""Working'!!""","[b'Comedy', b'Romance', b'Slice of Life']",[b'A-1 Pictures'],"b'Nakamura, Kenji'","b'Chiba, Tetsuya'",b'4-koma manga',None,"b'Yokoyama, Masaru'",b'PG-13 - Teens 13 or older'
36028,7.85,b'Golden Kamuy',"[b'Action', b'Adventure']",[b'Geno Studio'],"b'Matsumi, Shinichi'","b'Kajiwara, Ikki'",b'Manga',None,None,b'R - 17+ (violence & profanity)'
267,7.85,b'Gungrave',"[b'Action', b'Drama', b'Sci-Fi']",[b'Madhouse'],"b'Akai, Toshifumi'","b'Yatate, Hajime'",b'Game',"b'Takada, Akira'","b'Penkin, Kevin'",b'R - 17+ (violence & profanity)'
37029,7.85,b'Hoozuki no Reitetsu 2nd Season: Sono Ni',"[b'Comedy', b'Fantasy', b'Supernatural']",[b'Studio Deen'],"b'Kato, Toshiyuki'","b'Kumeta, Kouji'",b'Manga',"b'Tsubata, Yoshiaki'","b'Chopin, Fr\xc3\xa9d\xc3\xa9ric'",b'PG-13 - Teens 13 or older'
2762,7.85,b'Igano Kabamaru',"[b'Action', b'Adventure', b'Comedy', b'Romance']",[b'Group TAC'],"b'Shinbou, Akiyuki'","b'Kumeta, Kouji'",b'Manga',"b'Yamashita, Yoshimitsu'","b'Serizawa, Hiroaki'",b'PG-13 - Teens 13 or older'
249,7.85,b'InuYasha',"[b'Action', b'Adventure', b'Comedy', b'Fantasy', b'Romance', b'Supernatural']",[b'Sunrise'],"b'Yase, Yuki'","b'Nojima, Shinji'",b'Manga',None,"b'Hamaguchi, Shirou'",b'PG-13 - Teens 13 or older'
33489,7.85,b'Little Witch Academia (TV)',"[b'Adventure', b'Comedy', b'Fantasy']",[b'Trigger'],None,"b'Tamura, Ryuuhei'",b'Original',None,"b'Tsuboguchi, Masayasu'",b'G - All Ages'
34745,7.85,b'Mahoujin Guruguru (2017)',"[b'Adventure', b'Comedy', b'Fantasy']",[b'Production I.G'],None,"b'Tsubaki, Izumi'",b'Manga',"b'Ikeda, Kazumi'","b'Oomori, Toshiyuki'",b'PG-13 - Teens 13 or older'
4087,7.85,b'Michiko to Hatchin',"[b'Action', b'Adventure']",[b'Manglobe'],"b'Aoki, Yasuhiro'","b'Kanai, Neco'",b'Original',None,"b'Katou, Tatsuya'",b'R - 17+ (violence & profanity)'
1485,7.84,b'Akachan to Boku',"[b'Comedy', b'Drama']",[b'Studio Pierrot'],"b'Hata, Hiroyuki'","b'Tokeino, Hari'",b'Manga',"b'Kawamoto, Toshihiro'",b'Michiru',b'G - All Ages'
2035,7.84,b'Eikoku Koi Monogatari Emma: Molders-hen',"[b'Drama', b'Romance', b'Slice of Life']",[b'Ajia-Do'],"b'Asaka, Morio'","b'Eguchi, Natsumi'",b'Manga',"b'Yamazaki, Hideki'","b'Hashimoto, Yukari'",b'G - All Ages'
5680,7.84,b'K-On!',"[b'Comedy', b'Slice of Life']",[b'Kyoto Animation'],"b'Itou, Naoyuki'","b'Sakura, Amyuu'",b'4-koma manga',"b'Asano, Naoyuki'","b'Seki, Minako'",b'PG-13 - Teens 13 or older'
322,7.84,b'Paradise Kiss',"[b'Comedy', b'Drama', b'Romance', b'Slice of Life']",[b'Madhouse'],None,"b'Choi, Eun-Young'",b'Manga',"b'Hosogoe, Yuuji'","b'Hashimoto, Yukari'",b'R - 17+ (violence & profanity)'
35507,7.84,b'Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV)',[b'Drama'],[b'Lerche'],"b'Nishita, Masayoshi'","b'Konomi, Takeshi'",b'Light novel',"b'Sakurai, Masaaki'","b'Hayashi, Yuuki'",b'PG-13 - Teens 13 or older'
6586,7.84,b'Yume-iro P\xc3\xa2tissi\xc3\xa8re',[],"[b'Studio Pierrot', b'Studio Hibari']","b'Andou, Masahiro'","b'Kubota, Makoto'",b'Manga',"b'Okazaki, Hiromi'",None,b'G - All Ages'
12403,7.84,b'Yuru Yuri\xe2\x99\xaa\xe2\x99\xaa',"[b'Comedy', b'Girls Love', b'Slice of Life']",[b'Doga Kobo'],None,"b'Uda, Nozomi'",b'Manga',None,"b'Yoshimori, Makoto'",b'PG-13 - Teens 13 or older'
397,7.83,b'Seikai no Senki II',"[b'Action', b'Romance', b'Sci-Fi']",[b'Sunrise'],None,"b'Morimi, Tomihiko'",b'Light novel',None,"b'Hirano, Yoshihisa'",b'PG-13 - Teens 13 or older'
32998,7.83,b'91 Days',"[b'Action', b'Drama']",[b'Shuka'],"b'Kodama, Kenji'",None,b'Original',None,"b'Dvo\xc5\x99\xc3\xa1k, Anton\xc3\xadn'",b'R - 17+ (violence & profanity)'
21185,7.83,b'Baby Steps',"[b'Romance', b'Sports']",[b'Studio Pierrot'],"b'Suzuki, Kenichi'","b'Hugo, Victor'",b'Manga',"b'Itou, Mariko'","b'Matsuda, Akito'",b'PG-13 - Teens 13 or older'
388,7.83,b'Capeta',[b'Sports'],[b'Studio Comet'],"b'Oonuma, Shin'","b'Ohtaka, Shinobu'",b'Manga',None,b'S.E.N.S.',b'PG - Children'
3604,7.83,b'Hidamari Sketch x 365',"[b'Comedy', b'Slice of Life']",[b'Shaft'],"b'Okuda, Seiji'","b'Ohtera, Yoshifumi'",b'4-koma manga',"b'Iwasaki, Taisuke'",b'S.E.N.S.',b'PG-13 - Teens 13 or older'
39534,7.83,b'Jibaku Shounen Hanako-kun',"[b'Comedy', b'Supernatural']",[b'Lerche'],"b'Kon, Chiaki'","b'Takeuchi, Naoko'",b'Manga',None,"b'Itou, Masumi'",b'PG-13 - Teens 13 or older'
